t,regime,DeltaPhi,E,I,C
142.42,instability,326.635021,1.084251,4.862039,0.533496
142.44,instability,327.984436,1.085418,4.873837,0.533736
142.46,instability,328.485922,1.086021,4.874118,0.538312
142.48,instability,328.213892,1.085684,4.874197,0.533299
142.5,instability,325.838718,1.083008,4.868535,0.547165
142.52,instability,329.533932,1.087493,4.869443,0.539415
142.54,instability,328.92642,1.086809,4.868041,0.535896
142.56,instability,319.374098,1.074955,4.869725,0.533503
142.58,instability,319.556352,1.075092,4.871994,0.556366
142.6,pre_instability,319.980192,1.075509,4.874579,0.545777
142.62,pre_instability,320.120316,1.075672,4.874858,0.546368
142.64,pre_instability,321.091687,1.076841,4.875738,0.534852
142.66,pre_instability,308.158494,1.060979,4.865563,0.546838
142.68,pre_instability,308.823494,1.061603,4.870807,0.54348
142.7,pre_instability,306.739298,1.058977,4.869839,0.543016
142.72,pre_instability,304.070822,1.055987,4.859624,0.546571
142.74,pre_instability,305.827717,1.058275,4.859001,0.546365
142.76,pre_instability,305.697185,1.058093,4.859339,0.546151
142.78,pre_instability,301.801108,1.052861,4.863967,0.540951
142.8,pre_instability,304.789705,1.05705,4.856551,0.567077
142.82,pre_instability,304.551674,1.056517,4.861771,0.563651
142.84,pre_instability,299.969707,1.050856,4.855389,0.544439
142.86,pre_instability,302.548227,1.053596,4.869369,0.549334
142.88,pre_instability,299.398263,1.049298,4.873936,0.547574
142.9,pre_instability,297.939947,1.047449,4.872569,0.538217
142.92,pre_instability,295.278496,1.043962,4.872342,0.548681
142.94,pre_instability,295.037634,1.043637,4.872522,0.553252
142.96,pre_instability,299.84465,1.049875,4.87406,0.548364
142.98,pre_instability,302.168733,1.053417,4.862262,0.569239
143.0,pre_instability,304.302298,1.056051,4.865142,0.569542
143.02,pre_instability,306.777846,1.059383,4.861688,0.570835
143.04,pre_instability,307.778312,1.060871,4.856876,0.572408
143.06,pre_instability,307.383511,1.060386,4.856371,0.564209
143.08,pre_instability,301.135712,1.052148,4.860642,0.569653
143.1,pre_instability,296.985204,1.046373,4.868722,0.571675
143.12,pre_instability,297.500455,1.047057,4.868542,0.572908
143.14,pre_instability,295.588214,1.044671,4.86563,0.566508
143.16,pre_instability,294.58363,1.043544,4.861246,0.579521
143.18,pre_instability,298.497909,1.04874,4.860013,0.579666
143.2,pre_instability,297.95199,1.047992,4.860789,0.579902
143.22,pre_instability,297.56757,1.047754,4.854752,0.579453
143.24,pre_instability,295.746979,1.045169,4.859217,0.592599
143.26,pre_instability,296.300481,1.046013,4.856597,0.592975
143.28,pre_instability,297.199103,1.04731,4.853798,0.567109
143.3,pre_instability,294.063354,1.04225,4.874839,0.573283
143.32,pre_instability,292.007841,1.039377,4.878155,0.585118
143.34,pre_instability,286.267852,1.031006,4.893039,0.587018
143.36,pre_instability,288.509214,1.034058,4.892359,0.58625
143.38,pre_instability,287.967407,1.03318,4.895631,0.587334
143.4,pre_instability,286.869317,1.031267,4.905049,0.575266
143.42,pre_instability,286.687377,1.031135,4.902552,0.573361
143.44,pre_instability,280.244166,1.022613,4.897032,0.589231
143.46,pre_instability,280.566106,1.023027,4.897636,0.589235
143.48,pre_instability,279.674663,1.021435,4.905486,0.587181
143.5,pre_instability,279.335406,1.021024,4.904271,0.585212
143.52,pre_instability,278.580272,1.020345,4.896559,0.597878
143.54,pre_instability,280.726834,1.023217,4.898315,0.596627
143.56,pre_instability,281.230591,1.023917,4.898131,0.59657
143.58,pre_instability,281.266107,1.023969,4.89805,0.597054
143.6,pre_instability,278.036456,1.019406,4.900495,0.577254
143.62,pre_instability,283.844143,1.027373,4.900579,0.595151
143.64,pre_instability,283.806529,1.027289,4.901311,0.59701
143.66,pre_instability,280.74408,1.022981,4.903912,0.5963
143.68,pre_instability,279.897375,1.021803,4.904212,0.597567
143.7,pre_instability,279.840149,1.021719,4.904313,0.596706
143.72,pre_instability,273.953466,1.013294,4.909734,0.595906
143.74,pre_instability,270.513806,1.008298,4.913044,0.595512
143.76,pre_instability,265.806623,1.000452,4.936492,0.590303
143.78,pre_instability,267.902254,1.004441,4.916088,0.574279
143.8,pre_instability,270.889045,1.008971,4.910042,0.589542
143.82,pre_instability,265.973111,1.001995,4.909797,0.591738
143.84,pre_instability,265.272194,1.000824,4.913191,0.5904
143.86,pre_instability,264.751825,1.000138,4.911911,0.585729
143.88,pre_instability,265.304019,1.00089,4.912759,0.584452
143.9,pre_instability,267.609402,1.004079,4.914996,0.587466
143.92,pre_instability,269.631824,1.007147,4.911004,0.590471
143.94,pre_instability,266.979035,1.003029,4.918178,0.607512
143.96,pre_instability,267.43849,1.003748,4.916879,0.60469
143.98,pre_instability,265.834533,1.001486,4.916232,0.60766
144.0,pre_instability,265.785761,1.001491,4.914682,0.604883
144.02,pre_instability,265.955698,1.001528,4.91893,0.607016
144.04,pre_instability,264.966896,1.000149,4.918126,0.608702
144.06,pre_instability,268.206151,1.004915,4.915345,0.602515
144.08,pre_instability,269.194155,1.006418,4.913296,0.601638
144.1,pre_instability,269.986348,1.007546,4.913194,0.604066
144.12,pre_instability,269.655579,1.007127,4.912202,0.611213
144.14,pre_instability,269.579979,1.007026,4.91207,0.607109
144.16,pre_instability,270.719054,1.008612,4.912605,0.607981
144.18,pre_instability,276.07184,1.015844,4.918285,0.58673
144.2,pre_instability,271.347536,1.009162,4.919558,0.590069
144.22,pre_instability,269.123828,1.006191,4.915899,0.591231
144.24,pre_instability,269.812292,1.007126,4.916712,0.584139
144.26,pre_instability,267.470943,1.003834,4.915955,0.582395
144.28,pre_instability,267.3214,1.003002,4.928665,0.579304
144.3,pre_instability,272.977625,1.011022,4.92864,0.59108
144.32,pre_instability,272.964308,1.011048,4.927725,0.594152
144.34,pre_instability,274.581555,1.013374,4.926513,0.592595
144.36,pre_instability,282.644194,1.024136,4.934953,0.582062
144.38,pre_instability,283.974892,1.025831,4.937626,0.584949
144.4,pre_instability,285.165275,1.027119,4.944863,0.591438
144.42,pre_instability,281.541346,1.022344,4.940965,0.601832
144.44,pre_instability,276.862586,1.015816,4.942112,0.597017
144.46,pre_instability,287.973737,1.030695,4.949939,0.592408
144.48,pre_instability,284.746307,1.026287,4.950484,0.598496
144.5,pre_instability,287.026819,1.029701,4.943731,0.592733
144.52,pre_instability,292.579711,1.036957,4.94849,0.605362
144.54,pre_instability,293.076465,1.037565,4.949724,0.605426
144.56,pre_instability,290.832076,1.034434,4.952443,0.60414
144.58,pre_instability,292.126897,1.036232,4.951097,0.603741
144.6,pre_instability,285.82226,1.027601,4.953807,0.612773
144.62,pre_instability,293.327534,1.037267,4.96353,0.604026
144.64,pre_instability,294.232979,1.038476,4.963514,0.604037
144.66,pre_instability,294.035547,1.03809,4.966206,0.60331
144.68,pre_instability,294.796617,1.039077,4.966752,0.596755
144.7,pre_instability,302.154959,1.048751,4.967478,0.596452
144.72,pre_instability,296.352409,1.041262,4.964159,0.592096
144.74,pre_instability,296.860693,1.041858,4.965898,0.605453
144.76,pre_instability,301.509629,1.047664,4.972888,0.600949
144.78,pre_instability,308.011916,1.056217,4.970671,0.622697
144.8,pre_instability,295.088342,1.03904,4.976155,0.621309
144.82,pre_instability,298.853536,1.044399,4.968046,0.630975
144.84,pre_instability,299.257339,1.044896,4.968803,0.628343
144.86,pre_instability,300.903456,1.046936,4.971482,0.620271
144.88,pre_instability,303.334067,1.050086,4.972065,0.605697
144.9,pre_instability,303.385066,1.050153,4.972116,0.619939
144.92,pre_instability,306.150343,1.053814,4.970582,0.614012
144.94,pre_instability,306.439381,1.054144,4.971579,0.614101
144.96,pre_instability,301.303014,1.047111,4.979158,0.603172
144.98,pre_instability,307.588596,1.055547,4.973414,0.610768
145.0,pre_instability,306.384983,1.054027,4.972633,0.615835
145.02,pre_instability,305.147933,1.052496,4.970921,0.601126
145.04,pre_instability,300.112326,1.046137,4.966075,0.596764
145.06,pre_instability,298.441042,1.044128,4.961873,0.596384
145.08,pre_instability,297.826858,1.043329,4.961561,0.58485
145.1,pre_instability,298.314648,1.043971,4.96153,0.570081
145.12,pre_instability,300.850083,1.047363,4.960223,0.568506
145.14,pre_instability,303.860412,1.051406,4.957735,0.56949
145.16,pre_instability,300.004982,1.046376,4.957558,0.57761
145.18,pre_instability,300.487473,1.047073,4.956146,0.577647
145.2,pre_instability,303.846771,1.051734,4.950003,0.576313
145.22,pre_instability,304.239471,1.052062,4.954114,0.581499
145.24,pre_instability,301.652396,1.048798,4.951793,0.598064
145.26,pre_instability,302.368909,1.049662,4.953389,0.596855
145.28,pre_instability,301.636024,1.048708,4.953297,0.596815
145.3,pre_instability,297.042949,1.042498,4.957084,0.596205
145.32,pre_instability,302.124533,1.048943,4.962131,0.557678
145.34,pre_instability,301.017013,1.047577,4.960349,0.569931
145.36,pre_instability,306.929553,1.055453,4.956219,0.581682
145.38,pre_instability,299.877038,1.046475,4.951648,0.580435
145.4,instability,298.265462,1.044386,4.950972,0.580379
145.42,instability,298.199213,1.044304,4.95084,0.581601
145.44,instability,299.986259,1.046492,4.954442,0.575874
145.46,instability,305.541678,1.053704,4.955176,0.579795
145.48,instability,301.241583,1.047748,4.963078,0.568007
145.5,instability,300.098297,1.046572,4.955889,0.56769
145.52,instability,295.62905,1.040873,4.951526,0.573723
145.54,instability,290.887153,1.034677,4.948649,0.572854
145.56,instability,289.863696,1.033345,4.947658,0.564049
145.58,instability,293.765576,1.038319,4.953009,0.532048
145.6,instability,299.789608,1.046515,4.948121,0.5628
145.62,instability,297.448395,1.043165,4.954192,0.595929
145.64,instability,305.586528,1.054033,4.949018,0.568542
145.66,instability,306.288979,1.054936,4.949117,0.564173
145.68,instability,308.075166,1.057147,4.951253,0.573579
145.7,instability,323.568591,1.077231,4.939619,0.566916
145.72,instability,328.678218,1.083222,4.947151,0.561828
145.74,instability,327.776709,1.082136,4.946647,0.567747
145.76,instability,325.708082,1.079645,4.945206,0.569509
145.78,instability,324.033855,1.077634,4.94372,0.565167
145.8,instability,323.946987,1.07747,4.945047,0.56459
145.82,instability,323.757002,1.077222,4.945329,0.56604
145.84,instability,323.759078,1.077158,4.946905,0.563684
145.86,instability,322.707711,1.075921,4.945253,0.564702
145.88,instability,322.592039,1.075787,4.945028,0.565102
145.9,instability,322.268375,1.07536,4.945592,0.566562
145.92,instability,329.503228,1.084283,4.946006,0.562152
145.94,instability,328.637456,1.083237,4.945649,0.574855
145.96,instability,325.898609,1.079691,4.949732,0.58016
145.98,instability,323.853166,1.077157,4.949618,0.554208
146.0,instability,309.312032,1.059438,4.935283,0.577524
146.02,instability,311.737411,1.062701,4.931536,0.578235
146.04,instability,308.314148,1.058312,4.931762,0.579237
146.06,instability,311.553466,1.062503,4.930715,0.583546
146.08,instability,315.82737,1.067801,4.933582,0.582446
146.1,instability,314.538253,1.06618,4.933372,0.582148
146.12,instability,312.44421,1.064327,4.914792,0.585597
146.14,instability,312.968572,1.06488,4.917407,0.588243
146.16,instability,313.000402,1.064919,4.917483,0.59523
146.18,instability,314.631273,1.067025,4.916472,0.578869
146.2,instability,306.346481,1.056831,4.907781,0.581381
146.22,instability,303.311489,1.053407,4.896496,0.596163
146.24,instability,302.158089,1.052137,4.891353,0.601335
146.26,instability,302.925467,1.053182,4.890207,0.59309
146.28,instability,297.652145,1.046392,4.88816,0.594555
146.3,instability,295.614626,1.043894,4.88396,0.577711
146.32,instability,293.473321,1.040807,4.889658,0.577797
146.34,instability,293.518832,1.040905,4.888823,0.577349
146.36,instability,292.946629,1.040155,4.888539,0.564586
146.38,instability,289.080722,1.034619,4.896855,0.575033
146.4,pre_instability,287.451348,1.032621,4.892534,0.559869
146.42,pre_instability,284.254333,1.027558,4.908538,0.564295
146.44,pre_instability,284.007877,1.027235,4.908221,0.555249
146.46,pre_instability,283.740085,1.026875,4.908143,0.559954
146.48,pre_instability,284.224794,1.02757,4.907385,0.560545
146.5,pre_instability,279.860121,1.021508,4.909294,0.56527
146.52,pre_instability,279.854741,1.021498,4.909339,0.564846
146.54,pre_instability,281.234451,1.023576,4.905433,0.561109
146.56,pre_instability,275.854393,1.016901,4.889406,0.577682
146.58,pre_instability,280.382021,1.023166,4.889141,0.573715
146.6,pre_instability,282.878023,1.027191,4.875903,0.583269
146.62,pre_instability,286.020807,1.031416,4.876697,0.580039
146.64,pre_instability,282.096732,1.026126,4.875865,0.578686
146.66,pre_instability,282.204343,1.026269,4.87597,0.579076
146.68,pre_instability,280.56267,1.024053,4.875343,0.58069
146.7,pre_instability,281.076696,1.024769,4.875069,0.57922
146.72,pre_instability,277.466392,1.019662,4.878149,0.577096
146.74,pre_instability,274.907483,1.016141,4.87755,0.577534
146.76,pre_instability,276.874814,1.018876,4.877448,0.57655
146.78,pre_instability,282.136199,1.026466,4.869551,0.556967
146.8,pre_instability,273.718341,1.014719,4.872465,0.558876
146.82,pre_instability,272.490611,1.012918,4.874208,0.548262
146.84,pre_instability,271.594559,1.011742,4.872559,0.559354
146.86,pre_instability,276.415825,1.018945,4.862235,0.555849
146.88,pre_instability,277.366649,1.020269,4.862025,0.555249
146.9,pre_instability,278.913152,1.022218,4.865944,0.552893
146.92,pre_instability,279.469666,1.023441,4.855948,0.541057
146.94,pre_instability,279.711862,1.023755,4.856389,0.550767
146.96,pre_instability,279.539001,1.02353,4.856182,0.562747
146.98,pre_instability,278.714221,1.022364,4.856882,0.558297
147.0,pre_instability,283.04797,1.0289,4.843393,0.550706
147.02,pre_instability,280.422758,1.025044,4.849483,0.543893
147.04,pre_instability,285.155978,1.0321,4.835737,0.557983
147.06,pre_instability,284.904119,1.031785,4.835199,0.559321
147.08,pre_instability,284.388804,1.031087,4.83519,0.551114
147.1,pre_instability,284.194409,1.030529,4.841712,0.548263
147.12,pre_instability,282.96393,1.029036,4.83784,0.543362
147.14,pre_instability,281.314906,1.026386,4.846807,0.550817
147.16,pre_instability,280.701181,1.025633,4.844954,0.550004
147.18,pre_instability,286.4396,1.033166,4.85035,0.534049
147.2,pre_instability,286.331166,1.033009,4.850648,0.546055
147.22,pre_instability,286.242069,1.032898,4.850394,0.535339
147.24,pre_instability,289.635208,1.037394,4.851744,0.565269
147.26,pre_instability,290.075269,1.037998,4.851366,0.562886
147.28,pre_instability,290.795334,1.038874,4.853258,0.564212
147.3,pre_instability,289.028794,1.036495,4.853723,0.565136
147.32,pre_instability,292.15504,1.040751,4.85165,0.553334
147.34,pre_instability,293.907362,1.043076,4.851474,0.541499
147.36,pre_instability,294.382285,1.043763,4.850081,0.529546
147.38,pre_instability,293.508601,1.042688,4.848332,0.53802
147.4,pre_instability,286.05496,1.032909,4.844659,0.552736
147.42,pre_instability,285.323504,1.031606,4.851662,0.555107
147.44,pre_instability,275.252372,1.017944,4.849216,0.580498
147.46,pre_instability,275.803433,1.018581,4.851935,0.581281
147.48,pre_instability,280.256401,1.024246,4.861957,0.55909
147.5,pre_instability,284.518693,1.029951,4.86412,0.551873
147.52,pre_instability,284.55072,1.030483,4.853436,0.562825
147.54,pre_instability,280.17247,1.024043,4.863982,0.582288
147.56,pre_instability,278.43406,1.021684,4.863322,0.570727
147.58,pre_instability,279.442433,1.022982,4.865218,0.570222
147.6,pre_instability,275.273619,1.017461,4.86019,0.572259
147.62,pre_instability,279.111466,1.022745,4.860632,0.596815
147.64,pre_instability,278.169624,1.021427,4.861116,0.597243
147.66,pre_instability,275.679076,1.018038,4.859987,0.598151
147.68,pre_instability,275.723861,1.01809,4.860092,0.571782
147.7,pre_instability,276.27842,1.019113,4.854658,0.584592
147.72,pre_instability,276.27017,1.019094,4.854833,0.58549
147.74,pre_instability,276.123202,1.018862,4.855522,0.600845
